number,incident_state
INC0000310,Active
INC0000310,Awaiting User Info
INC0000310,Resolved
INC0000310,Closed
INC0000315,New
INC0000315,New
INC0000315,Active
INC0000315,Active
INC0000315,Resolved
INC0000315,Closed
INC0000317,Active
INC0000317,Active
INC0000317,Awaiting User Info
INC0000317,Awaiting User Info
INC0000317,Resolved
INC0000317,Closed
INC0000318,Active
INC0000318,Awaiting User Info
INC0000318,Awaiting User Info
INC0000318,Awaiting User Info
INC0000318,Resolved
INC0000318,Closed
INC0000319,New
INC0000319,New
INC0000319,Awaiting User Info
INC0000319,Resolved
INC0000319,Closed
INC0000323,Resolved
INC0000323,Closed
INC0000324,Active
INC0000324,Active
INC0000324,Awaiting User Info
INC0000324,Resolved
INC0000324,Closed
INC0000325,Active
INC0000325,Awaiting User Info
INC0000325,Resolved
INC0000325,Closed
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Active
INC0000329,Awaiting User Info
INC0000329,Awaiting User Info
INC0000329,Awaiting User Info
INC0000329,Resolved
INC0000329,Closed
INC0000330,Active
INC0000330,Awaiting User Info
INC0000330,Awaiting User Info
INC0000330,Resolved
INC0000330,Closed
INC0000332,New
INC0000332,Awaiting User Info
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Active
INC0000332,Awaiting User Info
INC0000332,Awaiting User Info
INC0000332,Resolved
INC0000332,Closed
INC0000333,Awaiting User Info
INC0000333,Resolved
INC0000333,Closed
INC0000336,Awaiting User Info
INC0000336,Awaiting User Info
INC0000336,Resolved
INC0000336,Closed
INC0000337,Awaiting User Info
INC0000337,Resolved
INC0000337,Closed
INC0000338,Awaiting User Info
INC0000338,Awaiting User Info
INC0000338,Awaiting User Info
INC0000338,Resolved
INC0000338,Closed
INC0000339,New
INC0000339,Resolved
INC0000339,Closed
INC0000341,Awaiting User Info
INC0000341,Active
INC0000341,Active
INC0000341,Active
INC0000341,Awaiting User Info
INC0000341,Awaiting User Info
INC0000341,Resolved
INC0000341,Closed
INC0000343,Active
INC0000343,Awaiting User Info
INC0000343,Awaiting User Info
INC0000343,Resolved
INC0000343,Closed
INC0000345,New
INC0000345,New
INC0000345,New
INC0000345,New
INC0000345,New
INC0000345,New
INC0000345,New
INC0000345,Resolved
INC0000345,Closed
INC0000346,Active
INC0000346,Awaiting User Info
INC0000346,Awaiting User Info
INC0000346,Resolved
INC0000346,Closed
INC0000347,New
INC0000347,New
INC0000347,Awaiting Problem
INC0000347,Resolved
INC0000347,Closed
INC0000348,Active
INC0000348,Active
INC0000348,Awaiting User Info
INC0000348,Awaiting User Info
INC0000348,Active
INC0000348,Resolved
INC0000348,Closed
INC0000351,Active
INC0000351,Awaiting User Info
INC0000351,Resolved
INC0000351,Closed
INC0000352,Resolved
INC0000352,Closed
INC0000353,Resolved
INC0000353,Closed
INC0000355,New
INC0000355,Awaiting User Info
INC0000355,Active
INC0000355,Resolved
INC0000355,Closed
INC0000356,New
INC0000356,New
INC0000356,New
INC0000356,New
INC0000356,New
INC0000356,New
INC0000356,New
INC0000356,Resolved
INC0000356,Closed
INC0000357,Active
INC0000357,Active
INC0000357,Awaiting User Info
INC0000357,Awaiting User Info
INC0000357,Resolved
INC0000357,Closed
INC0000358,New
INC0000358,New
INC0000358,Resolved
INC0000358,Closed
INC0000358,Closed
INC0000359,Active
INC0000359,Awaiting User Info
INC0000359,Awaiting User Info
INC0000359,Awaiting User Info
INC0000359,Awaiting User Info
INC0000359,Awaiting User Info
INC0000359,Awaiting User Info
INC0000359,Resolved
INC0000359,Closed
INC0000361,New
INC0000361,Active
INC0000361,Active
INC0000361,Awaiting User Info
INC0000361,Awaiting User Info
INC0000361,Awaiting User Info
INC0000361,Resolved
INC0000361,Closed
INC0000363,Active
INC0000363,Active
INC0000363,Awaiting User Info
INC0000363,Resolved
INC0000363,Closed
INC0000369,New
INC0000369,Resolved
INC0000369,Closed
INC0000370,New
INC0000370,Active
INC0000370,Active
INC0000370,Resolved
INC0000370,Resolved
INC0000370,Closed
INC0000371,Active
INC0000371,Active
INC0000371,Awaiting User Info
INC0000371,Awaiting User Info
INC0000371,Resolved
INC0000371,Closed
INC0000372,Active
INC0000372,Active
INC0000372,Resolved
INC0000372,Closed
INC0000373,Active
INC0000373,Awaiting User Info
INC0000373,Awaiting Problem
INC0000373,Resolved
INC0000373,Closed
INC0000374,New
INC0000374,Active
INC0000374,Resolved
INC0000374,Closed
INC0000375,Active
INC0000375,Awaiting User Info
INC0000375,Awaiting User Info
INC0000375,Awaiting User Info
INC0000375,Awaiting User Info
INC0000375,Resolved
INC0000375,Closed
INC0000376,New
INC0000376,New
INC0000376,Resolved
INC0000376,Closed
INC0000377,Active
INC0000377,Active
INC0000377,Resolved
INC0000377,Closed
INC0000378,Active
INC0000378,Awaiting User Info
INC0000378,Resolved
INC0000378,Closed
INC0000379,Active
INC0000379,Resolved
INC0000379,Closed
INC0000384,Active
INC0000384,Active
INC0000384,Resolved
INC0000384,Closed
INC0000385,Active
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Awaiting User Info
INC0000385,Resolved
INC0000385,Closed
INC0000387,New
INC0000387,New
INC0000387,Awaiting User Info
INC0000387,Awaiting User Info
INC0000387,Awaiting User Info
INC0000387,Awaiting User Info
INC0000387,Awaiting User Info
INC0000387,Resolved
INC0000387,Closed
INC0000388,New
INC0000388,New
INC0000388,Awaiting User Info
INC0000388,Awaiting User Info
INC0000388,Active
INC0000388,Resolved
INC0000388,Closed
INC0000392,New
INC0000392,New
INC0000392,New
INC0000392,Active
INC0000392,Resolved
INC0000392,Closed
INC0000393,New
INC0000393,Active
INC0000393,Resolved
INC0000393,Closed
INC0000395,New
INC0000395,New
INC0000395,New
INC0000395,New
INC0000395,Awaiting User Info
INC0000395,Awaiting User Info
INC0000395,Awaiting User Info
INC0000395,Active
INC0000395,Active
INC0000395,Active
INC0000395,Resolved
INC0000395,Closed
INC0000396,Active
INC0000396,Active
INC0000396,Active
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Awaiting User Info
INC0000396,Resolved
INC0000396,Closed
INC0000398,Active
INC0000398,Resolved
INC0000398,Closed
INC0000399,Resolved
INC0000399,Closed
INC0000400,Active
INC0000400,Active
INC0000400,Active
INC0000400,Active
INC0000400,Active
INC0000400,Active
INC0000400,Awaiting User Info
INC0000400,Awaiting User Info
INC0000400,Awaiting User Info
INC0000400,Awaiting User Info
INC0000400,Awaiting User Info
INC0000400,Resolved
INC0000400,Closed
INC0000401,New
INC0000401,New
INC0000401,New
INC0000401,New
INC0000401,New
INC0000401,Resolved
INC0000401,Closed
INC0000403,Active
INC0000403,Active
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Active
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Awaiting User Info
INC0000403,Resolved
INC0000403,Resolved
INC0000403,Active
INC0000403,Active
INC0000403,Active
INC0000403,Active
INC0000403,Awaiting User Info
INC0000403,Active
INC0000403,Resolved
INC0000403,Closed
INC0000405,New
INC0000405,Active
INC0000405,Resolved
INC0000405,Closed
INC0000418,New
INC0000418,Active
INC0000418,Active
INC0000418,Active
INC0000418,Awaiting User Info
INC0000418,Awaiting User Info
INC0000418,Active
INC0000418,Active
INC0000418,Resolved
INC0000418,Closed
INC0000419,New
INC0000419,New
INC0000419,Active
INC0000419,Resolved
INC0000419,Closed
INC0000425,New
INC0000425,Resolved
INC0000425,Closed
INC0000433,New
INC0000433,New
INC0000433,New
INC0000433,New
INC0000433,New
INC0000433,Active
INC0000433,Resolved
INC0000433,Closed
INC0000434,New
INC0000434,New
INC0000434,Resolved
INC0000434,Closed
INC0000439,Active
INC0000439,Awaiting User Info
INC0000439,Resolved
INC0000439,Closed
INC0000440,New
INC0000440,New
INC0000440,New
INC0000440,New
INC0000440,Resolved
INC0000440,Closed
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,New
INC0000441,Resolved
INC0000441,Resolved
INC0000441,Resolved
INC0000441,Resolved
INC0000441,Resolved
INC0000441,Closed
INC0000455,New
INC0000455,New
INC0000455,Resolved
INC0000455,Closed
INC0000458,New
INC0000458,New
INC0000458,New
INC0000458,New
INC0000458,New
INC0000458,Active
INC0000458,Active
INC0000458,Awaiting User Info
INC0000458,Awaiting User Info
INC0000458,Awaiting User Info
INC0000458,Awaiting User Info
INC0000458,Resolved
INC0000458,Closed
INC0000464,New
INC0000464,New
INC0000464,Active
INC0000464,Resolved
INC0000464,Closed
INC0000467,New
INC0000467,New
INC0000467,New
INC0000467,New
INC0000467,New
INC0000467,Active
INC0000467,Active
INC0000467,Active
INC0000467,Active
INC0000467,Resolved
INC0000467,Closed
INC0000468,New
INC0000468,New
INC0000468,Active
INC0000468,Active
INC0000468,Resolved
